,tweet,calculated_sentiment,index,date,userID,airline,text,sentiment
9218,tell people show hours prior flying dont agents check bags,-1,15921,11/21/2020 9:35,1.33e+18,Delta,@Delta you tell people to show up 2 hours prior to flying but then don’t have any agents to check bags in @flyPBI,0
9219,hey keeping center seats open least march special scientific knowledge,1,15922,11/21/2020 9:01,1.33e+18,Delta,"Hey @gary_kelly,  @Delta is now keeping center seats open until at least March.  What special scientific knowledge… https://t.co/Abbq8QcFbj",0
9220,todays biometric update,-1,15923,11/21/2020 8:40,1.33e+18,Delta,Today's #Biometric Update: @iProov @socureme @Deloitte @pindrop @IDnowGmbH @trulioo @Centrify @IDEXBiometrics… https://t.co/1PouBFKbFS,0
9221,pilots digitalidentity detroit simplified arrival expands houston surveys pas,0,15924,11/21/2020 8:40,1.33e+18,Delta,".@Delta pilots #digitalidentity in Detroit, @CBP Simplified Arrival expands to Houston, @AmadeusITGroup surveys pas… https://t.co/51HOEMYf0X",0
9222,cant support blacklivesmatter bankroll racist senator need pick side,1,15925,11/21/2020 8:25,1.33e+18,Delta,.@Delta you can't support #Blacklivesmatter AND bankroll racist Senator @Perduesenate. You need to pick a side! https://t.co/qwOpHJwJZj,0
9223,thank caesar solving issue wjth kindness empathy,1,15928,11/21/2020 8:04,1.33e+18,Delta,Thank you Caesar @Delta for solving my issue wjth kindness and empathy.,0
9224,couple messages,-1,15929,11/21/2020 8:00,1.33e+18,Delta,@Delta Just DM you a couple of messages.,0
9225,yes ill send,0,15930,11/21/2020 7:56,1.33e+18,Delta,@Delta Yes. I’ll send it now.,0
9226,trouble gift card trying purchase tickets,-1,15931,11/21/2020 7:53,1.33e+18,Delta,@Delta I am having trouble with my gift card and I am trying to purchase tickets.,0
9227,hello ive hold hour need help,-1,15933,11/21/2020 7:48,1.33e+18,Delta,@Deltaassist hello. I’ve been hold for an hour. I need help. @Delta,0
9228,couple frequent flyers said fly delta airlines keeps middle seat empty duri,-1,15934,11/21/2020 7:46,1.33e+18,Delta,"@nyctaxicabtales
Couple Frequent Flyers Said: The Fly  @Delta , Because Delta Airlines Keeps Middle Seat Empty Duri… https://t.co/KPEyUsIwdt",0
9229,vaccine actually works fly pro safety,-1,15937,11/21/2020 7:38,1.33e+18,Delta,"Once there is a vaccine that actually works I will only fly @Delta for being pro safety. 

@AmericanAir… https://t.co/W9LX1XZScm",0
9230,trying change flight time bereavement fare cant change online stayed,-1,15938,11/21/2020 7:34,1.33e+18,Delta,@Delta I'm trying to change the flight time for a bereavement fare. I can't change it online and I stayed in the ph… https://t.co/oykFbRxfD1,0
9231,listened titus podcast inexcusable figure outyou owe huge apology sick,-1,15939,11/21/2020 7:24,1.33e+18,Delta,@Delta Just listened to the Titus Podcast. Inexcusable!  Figure it out...you owe her a huge apology.  Sick.,0
9232,love,-1,15940,11/21/2020 7:19,1.33e+18,Delta,@ThatChristinaG @Delta I love this,0
9233,love content creative engaging,1,15941,11/21/2020 7:19,1.33e+18,Delta,I love this content from @delta. It’s very creative and engaging! ✈️📱 https://t.co/OojD4zhMN7,0
9234,many retweets free upgrade flight,0,15942,11/21/2020 7:13,1.33e+18,Delta,@Delta how many retweets for a free upgrade on my flight 👀,0
9235,also havent received ecredit email delta,-1,15943,11/21/2020 7:12,1.33e+18,Delta,@Delta @sahilgupta32 And I also haven’t received my eCredit email from delta,0
9236,hopefully thanks help repeating script listening weeks great day,1,15944,11/21/2020 7:04,1.33e+18,Delta,@Delta Hopefully! Thanks for your help and repeating the same script that I have been listening for weeks. Have a great day!,0
9237,long wait get refund email,-1,15946,11/21/2020 6:59,1.33e+18,Delta,@Delta So how long of a wait again to get that refund email,0
9238,yeah thats right technical glitchprocessingerror oversight suffering,-1,15947,11/21/2020 6:56,1.33e+18,Delta,@Delta Yeah thats right its a technical glitch/processingerror/ oversight and who is suffering for it . Its me as a… https://t.co/fv897emRs3,0
9239,gate changes opposite ends terminal delayed hours still charging precovid,-1,15948,11/21/2020 6:53,1.33e+18,Delta,"3 gate changes to opposite ends of the terminal and delayed over 4 hours, and @Delta is still charging pre-covid fl… https://t.co/Bxp9d0wWB5",0
9240,sure told every time call couple weeks wait couple weeks still,-1,15949,11/21/2020 6:50,1.33e+18,Delta,@Delta Sure ! That is what I am being told every time I call . Couple weeks. I will wait couple more weeks if still… https://t.co/mtI92KRh6s,0
9241,yes concern passengers booking refund request done time,-1,15950,11/21/2020 6:48,1.33e+18,Delta,@Delta Yes my concern is there were 2 passengers on the same booking and refund request was done at same time by sa… https://t.co/VYwjm0ZPVM,0
9242,thank really appreciate,1,15951,11/21/2020 6:39,1.33e+18,Delta,@Delta Thank you ! Will really appreciate it,0
9243,sent,-1,15952,11/21/2020 6:28,1.33e+18,Delta,@Delta I sent a DM,0
9244,ticket passengers booked back aprilcouldnt fly askd get refundrefund request submitt,-1,15953,11/21/2020 6:27,1.33e+18,Delta,@Delta ticket with 2 passengers booked back in April.Couldnt fly so was askd to get a refund.Refund request submitt… https://t.co/LpC488GVaN,0
9245,caesar sent havent gotten response yet need change flight asap,-1,15954,11/21/2020 6:20,1.33e+18,Delta,"@Delta Hi Caesar, I sent a dm and haven’t gotten a response yet. I need to change my flight ASAP",0
9246,waiting call back foreverrr definitely need flight changed soooon,-1,15955,11/21/2020 6:16,1.33e+18,Delta,Been waiting for a call back from @Delta foreverrr. Definitely need my flight changed soooon,0
9247,flies said airports bit full right airplanes cycle,-1,15956,11/21/2020 6:12,1.33e+18,Delta,@DevinCow @AmbivalentPilot flies for @Delta and said the airports are a bit full right now.  While airplanes cycle… https://t.co/LPn8ZxM8Rr,0
9248,got ta admit good thing covid fly middle seat openus men need leg,-1,15958,11/21/2020 6:09,1.33e+18,Delta,"I gotta admit, the only good thing about Covid is that when I fly, the middle seat is open....Us men need our leg s… https://t.co/nft8Tkc6LA",0
9249,cancelled trip told ecredit sent checked email skymile,-1,15960,11/21/2020 6:03,1.33e+18,Delta,@Delta I just cancelled my trip and I was told an ecredit will be sent to me but I have checked my email or skymile… https://t.co/kDYmqcJdyY,0
9250,thank leading way making decisions based keeps people safe,-1,15962,11/21/2020 5:45,1.33e+18,Delta,@Delta Thank you for leading the way and making your decisions based on what keeps people safe,0
9251,stay home guarantee safe pressurized airplane closed,-1,15965,11/21/2020 5:38,1.33e+18,Delta,@thepointsguy @Delta Just stay home! It's the ONLY guarantee you will be safe!  A pressurized airplane is CLOSED ai… https://t.co/YR4yVSJVMF,0
9252,seats flight alaska arent business,-1,15966,11/21/2020 5:34,1.33e+18,Delta,@Delta these seats for my flight to Alaska aren’t the business!!,0
9253,love crews notice wal hat silently weep spaceship volcano,1,15967,11/21/2020 5:29,1.33e+18,Delta,I love when @Delta crews notice my WAL hat. Then we both silently weep we’re not on a DC-10 Spaceship with Volcano… https://t.co/M6CC48paV8,0
9254,hot take think want win back passengers retrofit,-1,15968,11/21/2020 5:25,1.33e+18,Delta,Hot take: I think if @Boeing @SouthwestAir  @Delta @AmericanAir want to win back passengers they should retrofit th… https://t.co/L8up60ckdR,0
9255,remember tweeting see would manage communications crisis months later cant,-1,15971,11/21/2020 5:11,1.33e+18,Delta,"I remember tweeting this to see how @Delta would manage communications during a crisis. But, months later, I can’t… https://t.co/ganFcqc8xv",0
9256,nothing like seeing world thousands feet air flydelta flying flashbackfriday,0,15973,11/21/2020 4:38,1.33e+18,Delta,"""Nothing like seeing the world from thousands of feet up in the air.""  @Delta #flydelta #flying #FlashbackFriday https://t.co/4q7eECSoOA",0
9257,fucking bonkers awful,-1,15974,11/21/2020 4:33,1.33e+18,Delta,"@TitusNation @Delta Fucking bonkers, they are awful",0
9258,anna flight atlanta austin amazing stars shes gem humor refreshing week full flights,1,15975,11/21/2020 4:27,1.33e+18,Delta,@Delta F.A. Anna on flight 1230 Atlanta to Austin is AMAZING! 5 Stars! She’s a gem. Her humor was refreshing after a week full of flights 🙌,0
9259,fuck,-1,15976,11/21/2020 4:10,1.33e+18,Delta,@Delta go fuck yourselves,0
9260,love flying favorite beer delta comfort drinks free makes,1,15977,11/21/2020 4:09,1.33e+18,Delta,Love flying @Delta because they have my favorite beer @MillerLite and delta comfort drinks for free. Makes for a ni… https://t.co/PldOjCqrMJ,0
9261,come guys way better throwing peoples luggage never acceptable,-1,15978,11/21/2020 4:05,1.33e+18,Delta,@Delta come on you guys are way better than this. Throwing people's luggage is never acceptable!… https://t.co/Vl4KUs3rvr,0
9262,text option,-1,15980,11/21/2020 4:01,1.33e+18,Delta,@BamBamsBBQ @Delta They have a text option.,0
9263,btw isnt true fly agreements reports people bought,-1,15981,11/21/2020 4:01,1.33e+18,Delta,"Btw, this isn't true if you fly @SkyWestAirlines who has agreements with @delta.

Reports of people who bought a De… https://t.co/2RslrGVlAD",0
9264,prefer flying business think need find new airline want keep luggage,-1,15983,11/21/2020 3:53,1.33e+18,Delta,"@Delta I prefer flying with you for business, but I think I need to find a new airline if I want to keep my luggage… https://t.co/UcPkLz4Z8t",0
9265,covid plans thanksgiving canceled cancel plane tickets least,-1,15984,11/21/2020 3:51,1.33e+18,Delta,Because of #Covid the plans for thanksgiving have been canceled. Had to cancel our plane tickets but At least… https://t.co/yIfNr9Vysd,0
9266,stuff messed opened bag clothes steamer cracked bottle elderberry,-1,15985,11/21/2020 3:50,1.33e+18,Delta,@Delta my stuff is all messed up I just opened my bag and clothes steamer is cracked and the bottle of Elderberry i… https://t.co/DBZICynM0x,0
9267,update made airport see first touchdown got food made home minutes left,-1,15986,11/21/2020 3:49,1.33e+18,Delta,Update: I made it to the airport to see the first touchdown. Got food and made it home with 13 minutes left in the… https://t.co/jHyFyF0vwp,0
9268,cant find thread horror stories traveling alone,-1,15987,11/21/2020 3:48,1.33e+18,Delta,"@TitusNation I can't find your thread on @Delta horror stories. But when I was 16, I was traveling alone. They over… https://t.co/AvPGzsHOKD",0
9269,another awesome experience thank cabin crewamsterdamatlanta dal delta,1,15988,11/21/2020 3:42,1.33e+18,Delta,"Another awesome experience.  Thank you, @Delta cabin crew!Amsterdam-Atlanta (DAL 75).  
#delta https://t.co/WcBadk2VP9",0
9270,fact threaten women report sexual assault needs investigated soon garbag,-1,15989,11/21/2020 3:34,1.33e+18,Delta,@Delta The fact that you threaten women not to report sexual assault needs to be investigated as soon as our garbag… https://t.co/WEPs3qbYZN,0
9271,sure airlines taking safety precautions person row within arms length,-1,15990,11/21/2020 3:31,1.33e+18,Delta,I'm not sure how the airlines are taking safety precautions when the person on my row is within arms length and the… https://t.co/v4YO4n2TZp,0
9272,decided maga uber alles avoid airline costs,-1,15991,11/21/2020 3:31,1.33e+18,Delta,@Delta has decided they are MAGA UBER ALLES -- avoid this airline at all costs!!  https://t.co/zzXbSwqH9i,0
9273,,-1,15992,11/21/2020 3:26,1.33e+18,Delta,@TammyPescatelli @ComedyFan1981 @Delta @AlonzoBodden @bertkreischer @joerogan @tomsegura @madflavor That was before… https://t.co/6ZL3V5oQ1l,0
9274,lol last week sitting next stranger multiple people take hour later flight,-1,15993,11/21/2020 3:25,1.33e+18,Delta,@Delta Lol. Last week I was sitting next to a stranger.  Me and multiple other people. Take a 5-hour later flight o… https://t.co/IrGF1wiUTR,0
9275,ive trying get refund since may good freaking luck,-1,15995,11/21/2020 3:14,1.33e+18,Delta,@BamBamsBBQ @Delta I’ve been trying to get a refund since may. Good freaking luck,0
9276,launches interactive travel requirements map take stress planning next trip,0,15997,11/21/2020 3:08,1.33e+18,Delta,. @Delta launches interactive travel requirements map to take more stress out of planning your next trip. @IATA  https://t.co/OffvKj2N37,0
9277,titus podcast delta wheels falling full podcast via hey,-1,15999,11/21/2020 2:59,1.33e+18,Delta,"Titus Podcast #458 | Delta, The Wheels Are Falling Off! (FULL PODCAST) https://t.co/5Yc64DwnrU via @YouTube 

Hey… https://t.co/pdSqjFLKmc",0
9278,,-1,16001,11/21/2020 2:57,1.33e+18,Delta,@RazwanRaja @theKatyKelly @Nordstrom @amazon @USPSHelp @USPS @SorellinaNYC @AmericanAir @Iberia_en @Delta @Orbitz… https://t.co/sEHyLYPQqB,0
9279,,-1,16002,11/21/2020 2:56,1.33e+18,Delta,@RazwanRaja @theKatyKelly @Nordstrom @amazon @USPSHelp @USPS @SorellinaNYC @AmericanAir @Iberia_en @Delta @Orbitz I… https://t.co/Ezv007bWEG,0
9280,sent,-1,16003,11/21/2020 2:55,1.33e+18,Delta,@Delta Sent,0
9281,waiting get twitter beef would stan,-1,16005,11/21/2020 2:53,1.33e+18,Delta,"Waiting for @Delta  and @JetBlue to get in Twitter beef. 
Would 100% Stan.",0
9282,always message delta via twitter beat way,-1,16006,11/21/2020 2:53,1.33e+18,Delta,@BamBamsBBQ @Delta I always  message delta via Twitter. Beat way,0
9283,ive better luck messaging twitter,-1,16009,11/21/2020 2:50,1.33e+18,Delta,@BamBamsBBQ @Delta I’ve had better luck messaging through Twitter.,0
9284,always,-1,16011,11/21/2020 2:49,1.33e+18,Delta,@BamBamsBBQ @Delta Always DM.,0
9285,usually hasnt option,-1,16015,11/21/2020 2:47,1.33e+18,Delta,@agentjaredhok @Delta I usually do that but there hasn’t been an option for that.,0
9286,call back much convenient,-1,16017,11/21/2020 2:45,1.33e+18,Delta,"@BamBamsBBQ @Delta You can have them call you back, much more convenient!",0
9287,agree flew american united delta covid crisis,1,16018,11/21/2020 2:45,1.33e+18,Delta,"@katrowbeeshow @Delta I agree with this. I flew with American, United, and Delta during the covid crisis during 202… https://t.co/0SatT9D61c",0
9288,probably lol,-1,16019,11/21/2020 2:45,1.33e+18,Delta,@Delta This should probably be a DM lol,0
9289,ive hold hour didnt expect anyone answer quickly sheesh han,-1,16020,11/21/2020 2:44,1.33e+18,Delta,I’ve been on hold for over an hour with @Delta   I didn’t expect anyone to answer very quickly but sheesh. Do I han… https://t.co/9geDaqggzG,0
9290,says delta,-1,16022,11/21/2020 2:43,1.33e+18,Delta,@Delta Says Delta.,0
9291,mean opposed joe blow street half,0,16033,11/21/2020 2:30,1.33e+18,Delta,"@scullyitsme94 @lauriescott5 @thepointsguy @Delta You mean as opposed to any Joe Blow off the street, with a half a… https://t.co/FB435Jbxj7",0
9292,heard inches,0,16036,11/21/2020 2:14,1.33e+18,Delta,@SPDheckler @Delta I heard it’s about 18 inches,0
9293,nominate best social sproutspotlights,1,16037,11/21/2020 2:09,1.33e+18,Delta,"I nominate @Delta for Best in Social. 

#SproutSpotlights https://t.co/3q3HQynrJL",0
9294,love really wine tastes like made bathtub,1,16038,11/21/2020 2:09,1.33e+18,Delta,"I love @Delta, really I do, but their wine tastes like it was made in a bathtub",0
9295,hub flying capacity leaving middle seat open sti,0,16039,11/21/2020 2:07,1.33e+18,Delta,@Max_Gorden @JoshuaHol @AmericanAir hub. They are flying at 100% capacity. ONLY @Delta leaving middle seat open sti… https://t.co/g6wn16QUES,0
9296,happy birthday delightful way fly cloud nine,1,16040,11/21/2020 2:03,1.33e+18,Delta,@WillEssilfie @Delta happy birthday Will! what a delightful way to fly you to cloud nine,0
9297,start leaving middle seats open like letting people coughing entire flight stay seat,-1,16043,11/21/2020 1:51,1.33e+18,Delta,@AmericanAir Start with leaving middle seats open like @Delta does and not letting people coughing the entire flight stay in their seat.,0
9298,yes please,0,16044,11/21/2020 1:50,1.33e+18,Delta,@Delta Yes please,0
9299,hope many mor,1,16047,11/21/2020 1:48,1.33e+18,Delta,@TammyPescatelli @Delta @RaeRaeBradley @AlonzoBodden @bertkreischer @joerogan @tomsegura @madflavor I hope many mor… https://t.co/bjWdSM7Ioo,0
9300,thanks kristen lot fun working team experience theyre magicians,1,16048,11/21/2020 1:48,1.33e+18,Delta,"@kristenhnyhan @Delta Thanks, Kristen! It’s been a lot of fun working with on our team on this experience... they’re magicians ✨",0
9301,back loving jenis storytelling week,-1,16049,11/21/2020 1:47,1.33e+18,Delta,@lewisalex10 @Delta Back at ya. Loving the Jeni’s storytelling this week!,0
9302,already,-1,16050,11/21/2020 1:46,1.33e+18,Delta,@ComedyFan1981 @Delta @RaeRaeBradley @AlonzoBodden @bertkreischer @joerogan @tomsegura @madflavor I already did. Wh… https://t.co/y8rq4TlZbD,0
9303,gone goofed time put blast,-1,16051,11/21/2020 1:46,1.33e+18,Delta,"@Delta you gone goofed
Time to put you on BLAST!!!!
https://t.co/r4ukvtm5Ph",0
9304,makes heart happy,1,16052,11/21/2020 1:45,1.33e+18,Delta,@Clarissa_Laskey @Delta This makes my heart happy ♥️,0
9305,also trip says pax doesnt list lap baby believe sent information making reservation instructed,-1,16055,11/21/2020 1:38,1.33e+18,Delta,"@Delta also, trip says 5 pax, doesn't list lap baby. I believe I sent his information after making the reservation as instructed.",0
9306,props team happy able learn yall,1,16056,11/21/2020 1:38,1.33e+18,Delta,@kristenhnyhan Props to you and the @Delta team! Happy to be able to learn from y’all 👏🏽,0
9307,need clarification lap baby booked trip asked told ticket needed saw something,-1,16057,11/21/2020 1:37,1.33e+18,Delta,@Delta need clarification on &lt;2 lap baby. Before I booked trip asked and was told no ticket needed. Saw something j… https://t.co/dX3LiimhcE,0
9308,sure exactly reason unicorn agrees,-1,16058,11/21/2020 1:35,1.33e+18,Delta,@AltsonTA @BlogionistaTv @garyowencomedy @Delta I am sure that is EXACTLY the reason.  My unicorn agrees.,0
9309,excited going use february every months,-1,16059,11/21/2020 1:34,1.33e+18,Delta,@iflyboise @ATLairport @Delta So excited about this!!! Going to use it in February and every few months after that!,0
9310,cant support blacklivesmatter bankroll racist senator need pick side,1,16063,11/21/2020 1:25,1.33e+18,Delta,.@Delta you can't support #Blacklivesmatter AND bankroll racist Senator @Perduesenate. You need to pick a side! https://t.co/ltOq6qJQ5N,0
9311,gate lice atl full,-1,16064,11/21/2020 1:25,1.33e+18,Delta,@Delta Gate lice!  ATL is full of them!,0
9312,listening wouldnt able hold back punch old stewa,-1,16066,11/21/2020 1:17,1.33e+18,Delta,@TitusNation @RaeRaeBradley @Delta Listening now. I wouldn't have been able to hold back a punch for that old stewa… https://t.co/ka2csat51f,0
9313,wont fly deltaturdoftheskys keeping old delta ebonics commercial ipod,1,16067,11/21/2020 1:16,1.33e+18,Delta,@TitusNation @RaeRaeBradley @Delta I wont fly #deltaturdoftheskys but I am keeping the old Delta Ebonics commercial on my Ipod,0
9314,listened armageddon update holy fuck drizzling shits glad hear,1,16069,11/21/2020 1:12,1.33e+18,Delta,Just listened to the Armageddon update and holy fuck @Delta is the drizzling shits.  Glad to hear @RaeRaeBradley is… https://t.co/41BknZUGed,0
9315,still waiting bag delivered,-1,16070,11/21/2020 1:11,1.33e+18,Delta,Still waiting for my bag to be delivered @Delta @dalgsllc @BTVAirport https://t.co/XWZIqLCCF7,0
9316,last time flew end june las vegas minneapol,0,16071,11/21/2020 1:10,1.33e+18,Delta,"@TitusNation @RaeRaeBradley The last time I flew on @Delta was at the end of June 2011, from Las Vegas to Minneapol… https://t.co/2EWaTBzVDE",0
9317,agreed delta reason felt vacation right,-1,16072,11/21/2020 1:07,1.33e+18,Delta,@PaigeCoop @Delta @SouthwestAir @AmericanAir Agreed on Delta.  They are the only reason I felt ok about vacation right now.,0
9318,american family fly millions miles already agreed boycottdelta treatment,-1,16073,11/21/2020 1:05,1.33e+18,Delta,My American family who fly millions of miles have already agreed to #BoycottDelta @Delta over their treatment of… https://t.co/DH9K1NqTL8,0
9319,look delta make postnuclear war apocalyptic post,0,16075,11/21/2020 1:01,1.33e+18,Delta,@AtomicAnalyst @axios @delta @deltas @energy @atom look.  when #delta s make a postnuclear war apocalyptic post ww3… https://t.co/IndowlhCgr,0
9320,youmust friendly tease bernddasbrot maybe cynic introvert delta deltas helpfu,1,16076,11/21/2020 0:59,1.33e+18,Delta,@AtomicAnalyst youmust friendly tease #bernddasbrot maybe cynic introvert #delta #deltas are s o m e w h a t helpfu… https://t.co/41A6OrKV4R,0
9321,isnt first time ive heard stories delta ive never personally flown,-1,16078,11/21/2020 0:53,1.33e+18,Delta,@TitusNation @Delta This isn't the first time I've heard stories about Delta. I've never personally flown with them… https://t.co/vrTqTbqPWQ,0
9322,terrible experience dystopian horror live husband,-1,16079,11/21/2020 0:51,1.33e+18,Delta,@TitusNation @RaeRaeBradley @Delta What a terrible experience. What a dystopian horror we live in. My husband and I… https://t.co/irSGr4yg9m,0
9323,lied different covid,-1,16081,11/21/2020 0:50,1.33e+18,Delta,"I lied, @Delta is different. 🤘🏻#COVID https://t.co/hXyh11zOuS https://t.co/LLwp8j1t0w",0
9324,whatever happens next,-1,16082,11/21/2020 0:45,1.33e+18,Delta,.@Delta whatever happens next is on you🤷🏻‍♂️,0
9325,understand leniency considering middle pandemic,-1,16087,11/21/2020 0:43,1.33e+18,Delta,"@Delta I understand that, but there should be some leniency considering we’re in the middle of a pandemic with no c… https://t.co/zuV6vlicwG",0
9326,need better beer optionslike,-1,16088,11/21/2020 0:41,1.33e+18,Delta,"@Delta is A+ 💯, but I need to have better beer options...like @budlight",0
9327,unfortunately cancel flight due increased covid numbers would like request refund credit provided,-1,16092,11/21/2020 0:30,1.33e+18,Delta,@Delta I unfortunately had to cancel my flight due to increased COVID numbers and would like to request a refund VS the credit provided.,0
9328,breaking withdraw joint venture application objections imposed,-1,16093,11/21/2020 0:30,1.33e+18,Delta,Breaking: @Westjet and @Delta withdraw their joint venture application over objections imposed by the @USDot… https://t.co/ponkiir4SM,0
9329,like somebody popped kind pentup psychological cork,-1,16095,11/21/2020 0:27,1.33e+18,Delta,@reensjp @BlogionistaTv @garyowencomedy @Delta It's like somebody popped some kind of pent-up psychological cork on… https://t.co/WDuSBTkjxv,0
9330,need fly often,0,16097,11/21/2020 0:23,1.33e+18,Delta,I need to fly @Delta more often 😍,0
9331,dayum getting savaged titus podcast delta wheels falling full podcast,-1,16098,11/21/2020 0:23,1.33e+18,Delta,"DAYUM! @delta getting Savaged on the Titus Podcast #458 | Delta, The Wheels Are Falling Off! (FULL PODCAST)… https://t.co/HKCWdtjHAW",0
9332,didnt get directly tweet one rachel told richard marx,1,16101,11/21/2020 0:08,1.33e+18,Delta,@TitusNation @RaeRaeBradley @Delta I didn't get to directly tweet this one to Rachel should have told the Richard Marx on that b****,0
9333,roommate surprised birthday transforming apartment sky club create delta,1,16102,11/21/2020 0:07,1.33e+18,Delta,My roommate surprised me for my birthday by transforming our apartment into @Delta sky club to create the Delta the… https://t.co/y6EzuN3OPa,0
9334,white people love justify kinfolks racism,1,16105,11/21/2020 0:02,1.33e+18,Delta,@AltsonTA @BlogionistaTv @garyowencomedy @Delta White people just love to justify their kinfolk’s racism.,0
9335,know times tough domestic airline strong leisure roots like danger break,0,16108,11/21/2020 12:59,1.33e+18,Southwest,You know times are tough when a domestic airline with strong leisure roots like @SouthwestAir is in danger of break… https://t.co/JU46hHoCI0,0
9336,perhaps need check cdc safe guidelines trusted medi,0,16109,11/21/2020 21:03,1.33e+18,Southwest,@SouthwestAir Perhaps you need to check with the CDC and WHO on safe guidelines. And just who are your trusted medi… https://t.co/JlOR6Q8vcU,0
9337,,-1,16110,11/21/2020 20:40,1.33e+18,Southwest,@LoveTinyan @IATA @icao @FAANews @Qantas @lufthansa @Airbus @AFAC_mx @VivaAerobus @united @TurkishAirlines… https://t.co/UvmqhiI3yK,0
9338,ive since yearsold still best business everything smiles,-1,16111,11/21/2020 20:39,1.33e+18,Southwest,"I’ve been 🧳 with @SouthwestAir since 18-years-old. Still the best in business! It’s everything for me the smiles, t… https://t.co/V3546VnzEJ",0
9339,update new frequent flier,-1,16113,11/21/2020 20:37,1.33e+18,Southwest,Update: @SouthwestAir has a new frequent flier! @billgattus https://t.co/30JBw4PAFF,0
9340,thanks dog appreciate professional response,1,16114,11/21/2020 20:35,1.33e+18,Southwest,"@SouthwestAir Thanks A dog, appreciate that professional response 🤝",0
9341,apparently promise safety paper flight phoenixs attendant wearing,-1,16115,11/21/2020 20:35,1.33e+18,Southwest,So apparently the @SouthwestAir promise of safety is only on paper. Flight 944 to Phoenix’s attendant was wearing a… https://t.co/ZtuzBGbxYO,0
9342,waiting since march refund still nothing messages going eec,-1,16118,11/21/2020 20:22,1.33e+18,Southwest,@Ryanair @SouthwestAir I have been waiting since March for my refund still nothing after 12 messages going to the EEC now,0
9343,flying plague coffins,-1,16119,11/21/2020 20:18,1.33e+18,Southwest,@SouthwestAir Flying plague coffins,0
9344,interesting southwest reporting healthcare workers makes sound like picking,-1,16121,11/21/2020 20:12,1.33e+18,Southwest,@SouthwestAir Ah! Interesting!  Southwest reporting on healthcare workers.  SW makes it sound like they are picking… https://t.co/b2SxsWpS6c,0
9345,miss drinks great flight,1,16122,11/21/2020 20:10,1.33e+18,Southwest,@SouthwestAir Miss the drinks but great flight❤️,0
9346,whole row fort lauderdalehollywood international airport,0,16125,11/21/2020 12:10,1.33e+18,Southwest,Whole row to myself on @southwestair @ Fort Lauderdale-Hollywood International Airport https://t.co/ZYRObfHpyw,0
9347,time flying since covid lockdown course chose,-1,16126,11/21/2020 12:05,1.33e+18,Southwest,My 1st time flying since COVID lockdown. Of course I chose @SouthwestAir,0
9348,sitting small confined airplane least like people global pandemic never felt,-1,16128,11/21/2020 11:43,1.33e+18,Southwest,Sitting in a small confined airplane with at least like 100 other people during a global pandemic has never felt sa… https://t.co/QsRDegyJc6,0
9349,flight aus servicemenwomen coughing talking sick boarding,-1,16129,11/21/2020 11:27,1.33e+18,Southwest,@SouthwestAir Flight 1260 out if AUS - 3 servicemen/women are coughing and talking about being sick before boarding… https://t.co/drmMVzQyFr,0
9350,please continue block middle seats christmas show care rewarded,0,16131,11/21/2020 11:03,1.33e+18,Southwest,@SouthwestAir Please continue to block middle seats through Christmas! Show us you care and you will be rewarded. P… https://t.co/ZCGL9T1VGD,0
9351,little hour todays firsts flights ticket counter,-1,16132,11/21/2020 11:01,1.33e+18,Southwest,"With a little more than an hour before some of today’s firsts flights, the @SouthwestAir ticket counter at… https://t.co/DXRGxj21gj",0
9352,vegas invasion going april thth,0,16135,11/21/2020 9:44,1.33e+18,Southwest,VEGAS INVASION 2021!!! IT’S GOING DOWN!!! APRIL 15TH-18TH 2021 @MGMGrand @CaesarsPalace @MandalayBay @WynnLasVegas… https://t.co/gdIADHXYWz,0
9353,wow absolute mess right way many people forming way many lines,-1,16136,11/21/2020 9:43,1.33e+18,Southwest,Wow. @SouthwestAir is an absolute mess at @DTWeetin right now. Way too many people forming way too many lines with… https://t.co/Ed2lLqdpmj,0
9354,wtf,-1,16137,11/21/2020 8:44,1.33e+18,Southwest,@SouthwestAir wtf is that..,0
9355,love want appreciate employees changed flight online guys als,-1,16138,11/21/2020 7:57,1.33e+18,Southwest,"@SouthwestAir Oh I love that you want to appreciate the employees, I changed the flight online because you guys als… https://t.co/sA22DlzajQ",0
9356,vaccine actually works fly pro safety,-1,16140,11/21/2020 7:38,1.33e+18,Southwest,"Once there is a vaccine that actually works I will only fly @Delta for being pro safety. 

@AmericanAir… https://t.co/W9LX1XZScm",0
9357,sure youve noticed pandemic spreading unchecked throughout country seems,0,16141,11/21/2020 6:53,1.33e+18,Southwest,"@SouthwestAir I’m not sure if you’ve noticed, but the pandemic is spreading unchecked throughout the country. Seems… https://t.co/c2mbds50a3",0
9358,dude gon na qualify companion pass week,0,16142,11/21/2020 6:44,1.33e+18,Southwest,@sportingnews Dude is gonna qualify for a @SouthwestAir companion pass in just 1 week 🤣😂,0
9359,seattle timessquare beverlyhills bullock instagram jamescorden ktla,1,16146,11/21/2020 6:06,1.33e+18,Southwest,"#seattle
#timessquare
#beverlyhills
@abc
@cbs
@Don44269SB
@forbes
#bullock
@fox
@IAGH
#instagram
#JamesCorden
#KTLA… https://t.co/DCGOTNikV1",0
9360,wont get plane mask,-1,16147,11/21/2020 5:31,1.33e+18,Southwest,@katiesaysNOPE @SouthwestAir This is why I won't get on a plane again until this mask BS is over.,0
